id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BMG,S_GEO,S_HAB,S_GROW
495631,IncFII(pCoo),0.000000,0.000000,0.612788,0.800000,0.900000,0.645904,0.000000,0.000000,0.000000,0.000000
495632,,0.000000,0.000000,0.425543,0.800000,0.300000,0.677288,0.000000,0.227670,0.083333,0.000000
495633,Col(MG828),0.000000,0.000000,0.420000,0.800000,0.500000,0.491848,0.000000,0.000000,0.000000,0.000000
495634,,0.000000,0.000000,0.218565,0.800000,0.300000,0.593329,0.000000,0.000000,0.000000,0.000000
495635,,0.000000,0.000000,0.420000,0.800000,0.300000,0.574160,0.000000,0.000000,0.000000,0.000000
495636,,0.691284,0.000000,0.093127,0.800000,0.300000,0.582488,0.440000,0.000000,0.000000,0.000000
495637,,1.000000,0.000000,0.178069,0.800000,0.300000,0.599077,0.290000,1.000000,1.000000,1.000000
495638,,0.000000,0.000000,0.093585,0.800000,0.300000,0.627185,0.000000,0.000000,0.000000,0.000000
495639,,0.000000,0.000000,0.088076,0.800000,0.300000,0.644841,0.000000,0.227670,0.000000,0.000000
495640,,0.000000,0.000000,0.195945,0.800000,0.300000,0.470014,0.000000,0.000000,0.000000,0.000000
495641,,0.691284,0.000000,0.184034,0.800000,0.300000,0.668887,0.450000,0.787610,0.833333,0.710945
495642,,0.000000,0.000000,0.087627,0.800000,0.300000,0.719413,0.000000,0.000000,0.000000,0.000000
495643,,0.000000,0.000000,0.070000,0.800000,0.300000,0.545703,0.000000,0.000000,0.000000,0.000000
495644,,0.000000,0.480000,0.070000,0.820000,0.300000,0.679554,0.370000,0.360849,0.083333,0.140165
495645,,0.524094,0.000000,0.081004,0.800000,0.300000,0.631780,0.370000,0.000000,0.000000,0.000000
495646,,0.000000,0.000000,0.091561,0.800000,0.300000,0.587140,0.000000,0.455340,0.166667,0.223984
495647,,0.000000,0.000000,0.070000,0.800000,0.300000,0.556359,0.000000,0.227670,0.250000,0.223984
495648,IncFIA(HI1),0.000000,0.000000,0.076638,0.800000,0.900000,0.665320,0.290000,0.000000,0.000000,0.000000
495649,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.534999,0.000000,0.000000,0.000000,0.000000
495650,,0.000000,0.000000,0.117269,0.800000,0.300000,0.607955,0.000000,0.000000,0.000000,0.000000
495651,,0.000000,0.000000,0.070000,0.800000,0.300000,0.594321,0.000000,0.000000,0.000000,0.000000
495652,,0.000000,0.000000,0.070000,0.800000,0.300000,0.613354,0.000000,0.000000,0.000000,0.000000
495653,IncFII(K),0.000000,0.000000,0.595000,0.800000,0.900000,0.680495,0.000000,0.000000,0.000000,0.000000
495654,,0.436151,0.000000,0.185946,0.800000,0.300000,0.609838,0.440000,0.000000,0.000000,0.000000
495655,,0.000000,0.000000,0.094319,0.800000,0.300000,0.579152,0.000000,0.227670,0.083333,0.000000
495656,,0.000000,0.000000,0.091265,0.800000,0.300000,0.588059,0.290000,0.227670,0.083333,0.000000
495657,,0.000000,0.000000,0.106530,0.800000,0.300000,0.658957,0.000000,0.000000,0.000000,0.284318
495658,,0.000000,0.000000,0.086489,0.800000,0.300000,0.650937,0.000000,0.000000,0.000000,0.000000
495659,,0.000000,0.000000,0.083021,0.800000,0.300000,0.620609,0.330000,0.000000,0.000000,0.000000
495660,Col440I,0.000000,0.000000,0.420000,0.800000,0.500000,0.507588,0.000000,0.910681,0.500000,0.604837
495661,IncFII(K),0.000000,0.000000,0.070000,0.800000,0.900000,0.571037,0.000000,0.000000,0.000000,0.000000
495662,,0.000000,0.000000,0.420000,0.800000,0.300000,0.565379,0.000000,0.000000,0.000000,0.000000
495663,,0.000000,0.000000,0.100401,0.800000,0.300000,0.564338,0.000000,0.000000,0.000000,0.000000
495664,,0.000000,0.000000,0.070000,0.800000,0.300000,0.493000,0.000000,0.227670,0.166667,0.331538
495665,,0.000000,0.000000,0.175411,0.800000,0.300000,0.481825,0.000000,0.000000,0.000000,0.000000
495666,,0.000000,0.000000,0.070000,0.800000,0.300000,0.680993,0.290000,0.227670,0.083333,0.331538
495667,,0.000000,0.480000,0.070000,0.820000,0.300000,0.507239,0.000000,0.000000,0.000000,0.000000
495668,IncFIB(K),0.000000,0.000000,0.105432,0.800000,0.900000,0.600176,0.290000,0.816189,0.750000,0.675941
495669,,0.000000,0.000000,0.080864,0.800000,0.300000,0.678623,0.290000,0.000000,0.000000,0.000000
495670,,0.000000,0.000000,0.144636,0.800000,0.300000,0.596733,0.290000,0.227670,0.083333,0.223984
495671,,0.000000,0.000000,0.070000,0.800000,0.300000,0.645841,0.000000,0.000000,0.000000,0.000000
495672,,0.000000,0.000000,0.082607,0.800000,0.300000,0.622752,0.000000,0.000000,0.000000,0.000000
495673,,0.000000,0.000000,0.084175,0.800000,0.300000,0.660972,0.000000,0.000000,0.000000,0.000000
495674,,0.000000,0.000000,0.100060,0.800000,0.300000,0.611086,0.000000,0.000000,0.000000,0.000000
495675,,0.000000,0.000000,0.420000,0.800000,0.300000,0.574009,0.000000,0.000000,0.000000,0.000000
495676,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.550710,0.000000,0.721698,0.416667,0.611119
495677,,0.000000,0.000000,0.073489,0.800000,0.300000,0.708011,0.290000,0.000000,0.000000,0.000000
495678,,0.000000,0.000000,0.103271,0.800000,0.300000,0.665158,0.600000,0.816189,0.666667,0.666268
495679,,0.000000,0.000000,0.127266,0.800000,0.300000,0.660313,0.370000,0.000000,0.000000,0.000000
495680,,0.000000,0.000000,0.107242,0.800000,0.300000,0.623776,0.680000,0.227670,0.083333,0.284318
495681,,0.000000,0.000000,0.070000,0.800000,0.300000,0.574009,0.000000,0.000000,0.000000,0.000000
495682,IncFII,0.000000,0.000000,0.070000,0.800000,0.900000,0.555627,0.000000,0.000000,0.000000,0.000000
495683,,0.000000,0.000000,0.610816,0.800000,0.300000,0.653702,0.410000,0.528634,0.500000,0.555173
495684,,0.691284,0.000000,0.200024,0.800000,0.300000,0.592101,0.440000,0.000000,0.000000,0.000000
495685,,0.000000,0.000000,0.070000,0.800000,0.300000,0.528010,0.000000,0.227670,0.166667,0.000000
495686,Col(MG828),0.000000,0.000000,0.070000,0.800000,0.500000,0.514291,0.000000,0.000000,0.000000,0.000000
495687,Col(MG828),0.000000,0.000000,0.070000,0.800000,0.500000,0.489522,0.000000,0.000000,0.000000,0.000000
495688,IncFIB(K),0.000000,0.000000,0.093617,0.800000,0.900000,0.673093,0.000000,0.000000,0.000000,0.000000
495689,IncFIB(K),0.000000,0.000000,0.093549,0.800000,0.900000,0.688092,0.000000,0.227670,0.083333,0.140165
495690,,0.000000,0.000000,0.420000,0.800000,0.300000,0.568559,0.290000,0.000000,0.000000,0.000000
495691,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.491808,0.000000,0.000000,0.000000,0.000000
495692,,0.000000,0.000000,0.070000,0.800000,0.300000,0.666568,0.330000,0.455340,0.250000,0.284318
495693,IncFIB(K),0.000000,0.000000,0.113558,0.800000,0.900000,0.613380,0.000000,0.588519,0.333333,0.370481
495694,,0.000000,0.000000,0.138595,0.800000,0.300000,0.602335,0.290000,0.639151,0.333333,0.403640
495695,,0.000000,0.000000,0.070000,0.800000,0.300000,0.635025,0.330000,0.360849,0.250000,0.223984
495696,,0.000000,0.000000,0.093188,0.800000,0.300000,0.674309,0.490000,0.000000,0.000000,0.140165
495697,,0.000000,0.000000,0.091484,0.800000,0.300000,0.633377,0.370000,0.227670,0.083333,0.223984
495698,,0.000000,0.000000,0.083635,0.800000,0.300000,0.617550,0.330000,0.000000,0.000000,0.000000
495699,IncFII(K),0.000000,0.000000,0.070000,0.800000,0.900000,0.591684,0.000000,0.000000,0.000000,0.000000
495700,,0.000000,0.000000,0.139316,0.800000,0.300000,0.509643,0.000000,0.000000,0.083333,0.223984
495701,,0.000000,0.000000,0.070000,0.800000,0.300000,0.601916,0.000000,0.000000,0.000000,0.000000
495702,Col440I,0.000000,0.000000,0.097149,0.800000,0.500000,0.571846,0.000000,0.000000,0.000000,0.000000
495703,,0.000000,0.000000,0.097303,0.800000,0.300000,0.571473,0.000000,0.000000,0.000000,0.000000
495704,Col440II,0.000000,0.000000,0.420000,0.800000,0.500000,0.562636,0.000000,0.000000,0.083333,0.223984
495705,,0.000000,0.000000,0.070000,0.800000,0.300000,0.522661,0.000000,0.000000,0.000000,0.000000
495706,IncFIB(K),0.000000,0.000000,0.093753,0.800000,0.900000,0.687521,0.000000,0.000000,0.000000,0.000000
495707,,0.000000,0.000000,0.070000,0.800000,0.300000,0.600862,0.000000,0.000000,0.000000,0.000000
495708,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.497126,0.000000,0.000000,0.083333,0.432461
495709,,1.000000,0.000000,0.127582,0.800000,0.300000,0.521952,0.000000,0.000000,0.000000,0.000000
495710,ColRNAI,0.000000,0.000000,0.420000,0.800000,0.900000,0.606360,0.000000,0.000000,0.000000,0.000000
495711,,0.000000,0.000000,0.128343,0.800000,0.300000,0.593986,0.000000,0.227670,0.083333,0.140165
495712,,0.436151,0.000000,0.070000,0.800000,0.300000,0.571340,0.330000,0.000000,0.000000,0.000000
495713,,0.000000,0.000000,0.070000,0.800000,0.300000,0.565353,0.000000,0.000000,0.000000,0.000000
495714,Col440I/Col440II,0.000000,0.000000,0.420000,0.800000,0.500000,0.541759,0.000000,0.000000,0.000000,0.000000
495715,,0.000000,0.000000,0.424571,0.800000,0.300000,0.690077,0.000000,0.000000,0.000000,0.000000
495716,,0.000000,0.000000,0.077627,0.800000,0.300000,0.656104,0.000000,0.000000,0.083333,0.000000
495717,,0.000000,0.000000,0.116037,0.800000,0.300000,0.628798,0.530000,0.528634,0.333333,0.284318
495718,,0.000000,0.000000,0.070000,0.800000,0.300000,0.675077,0.290000,0.000000,0.000000,0.000000
495719,,0.000000,0.000000,0.099032,0.800000,0.300000,0.674204,0.000000,0.000000,0.000000,0.000000
495720,,0.000000,0.000000,0.070000,0.800000,0.300000,0.652676,0.370000,0.000000,0.000000,0.000000
495721,,0.000000,0.000000,0.078737,0.800000,0.300000,0.647085,0.000000,0.000000,0.000000,0.000000
495722,,0.000000,0.000000,0.070000,0.800000,0.300000,0.590561,0.000000,0.000000,0.000000,0.000000
495723,,1.000000,0.000000,0.078216,0.800000,0.300000,0.651167,0.000000,0.000000,0.000000,0.000000
495724,,0.000000,0.480000,0.070000,0.820000,0.300000,0.565972,0.000000,0.000000,0.000000,0.000000
495725,,0.000000,0.480000,0.070000,0.820000,0.300000,0.538604,0.000000,0.227670,0.083333,0.140165
495726,,0.000000,0.000000,0.073124,0.800000,0.300000,0.715338,0.000000,0.000000,0.000000,0.000000
495727,IncFIB(K),0.000000,0.000000,0.088505,0.800000,0.900000,0.597284,0.000000,0.000000,0.000000,0.000000
495728,,0.000000,0.000000,0.137628,0.800000,0.300000,0.584185,0.000000,0.227670,0.166667,0.000000
495729,,0.691284,0.000000,0.644917,0.800000,0.300000,0.531431,0.000000,1.000000,1.000000,1.000000
495730,,0.000000,0.000000,0.119480,0.800000,0.300000,0.624012,0.530000,0.455340,0.416667,0.734181
495731,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.557487,0.290000,0.227670,0.333333,0.284318
495732,,0.691284,0.000000,0.124835,0.800000,0.300000,0.617193,0.000000,0.000000,0.000000,0.000000
495733,,0.691284,0.000000,0.115304,0.800000,0.300000,0.583865,0.000000,0.000000,0.000000,0.000000
495734,,0.000000,0.000000,0.090664,0.800000,0.300000,0.708864,0.000000,0.227670,0.083333,0.140165
495735,,0.000000,0.000000,0.078302,0.800000,0.300000,0.696479,0.410000,0.000000,0.000000,0.000000
495736,,0.000000,0.000000,0.724388,0.800000,0.300000,0.624962,0.290000,0.360849,0.416667,0.432461
495737,IncFIB(K),0.000000,0.000000,0.104029,0.800000,0.900000,0.556857,0.000000,0.756304,0.583333,0.656245
495738,,0.000000,0.000000,0.227604,0.800000,0.300000,0.547130,0.000000,0.000000,0.000000,0.000000
495739,,0.000000,0.000000,0.080134,0.800000,0.300000,0.683244,0.000000,0.000000,0.000000,0.000000
495740,,0.000000,0.000000,0.070000,0.800000,0.300000,0.643058,0.000000,0.227670,0.166667,0.284318
495741,,0.000000,0.000000,0.118749,0.800000,0.300000,0.651908,0.290000,0.000000,0.000000,0.000000
495742,,0.000000,0.000000,0.125970,0.800000,0.300000,0.523835,0.000000,0.360849,0.166667,0.284318
495743,,0.000000,0.000000,0.108675,0.800000,0.300000,0.594364,0.000000,0.000000,0.000000,0.000000
495744,IncFII(Yp),0.000000,0.000000,0.070000,0.800000,0.900000,0.549845,0.000000,0.455340,0.416667,0.555173
495745,,0.872303,0.000000,0.107635,0.800000,0.300000,0.623080,0.000000,0.000000,0.000000,0.000000
495746,IncR,0.000000,0.000000,0.082664,0.800000,0.900000,0.622456,0.290000,0.000000,0.000000,0.000000
495747,,0.000000,0.000000,0.090937,0.800000,0.300000,0.681086,0.530000,0.721698,0.333333,0.432461
495748,,0.436151,0.000000,0.117980,0.800000,0.300000,0.606964,0.000000,0.000000,0.000000,0.140165
495749,,0.000000,0.000000,0.122011,0.800000,0.300000,0.528704,0.000000,0.455340,0.416667,0.734181
495750,,0.436151,0.000000,0.123928,0.800000,0.300000,0.572301,0.000000,0.000000,0.000000,0.000000
495751,,0.524094,0.000000,0.177976,0.800000,0.300000,0.587035,0.330000,0.683011,0.500000,0.780952
495752,IncFIA(HI1),0.000000,0.000000,0.088583,0.800000,0.900000,0.643004,0.290000,0.227670,0.000000,0.140165
495753,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.519460,0.000000,0.000000,0.000000,0.000000
495754,,0.000000,0.000000,0.113791,0.800000,0.300000,0.646927,0.530000,0.455340,0.166667,0.223984
495755,,0.000000,0.000000,0.239587,0.800000,0.300000,0.569175,0.000000,0.227670,0.250000,0.223984
495756,IncFIB(K),0.000000,0.000000,0.091911,0.800000,0.900000,0.692879,0.000000,0.227670,0.083333,0.140165
495757,,0.436151,0.000000,0.070000,0.800000,0.300000,0.561690,0.290000,0.360849,0.083333,0.223984
495758,,0.436151,0.000000,0.070000,0.800000,0.300000,0.542753,0.290000,0.000000,0.000000,0.000000
495759,IncFII(pCRY),0.000000,0.000000,0.076265,0.800000,0.900000,0.669157,0.370000,0.000000,0.000000,0.000000
495760,,0.000000,0.000000,0.091818,0.800000,0.300000,0.632352,0.330000,0.000000,0.000000,0.000000
495761,ColRNAI,0.000000,0.000000,0.595000,0.800000,0.900000,0.606360,0.000000,0.360849,0.250000,0.331538
495762,,0.000000,0.480000,0.070000,0.820000,0.300000,0.577297,0.000000,0.000000,0.000000,0.000000
495763,,0.000000,0.000000,0.127759,0.800000,0.300000,0.521748,0.290000,0.000000,0.000000,0.000000
495764,,0.000000,0.000000,0.302019,0.800000,0.300000,0.475467,0.000000,0.000000,0.000000,0.000000
495765,,0.806006,0.000000,0.167015,0.800000,0.300000,0.618175,0.480000,0.000000,0.000000,0.000000
495766,,0.000000,0.000000,0.137628,0.800000,0.300000,0.511279,0.000000,0.000000,0.000000,0.000000
495767,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.568748,0.000000,0.000000,0.000000,0.000000
495768,,0.000000,0.000000,0.087259,0.800000,0.300000,0.693906,0.330000,0.000000,0.000000,0.000000
495769,IncHI1B,0.000000,0.000000,0.108900,0.800000,0.900000,0.547979,0.000000,0.227670,0.083333,0.331538
495770,,0.000000,0.000000,0.157189,0.800000,0.300000,0.601226,0.000000,0.000000,0.000000,0.000000
495771,,0.000000,0.000000,0.129571,0.800000,0.300000,0.519698,0.000000,0.000000,0.000000,0.000000
495772,IncFIB(K),0.000000,0.000000,0.151594,0.800000,0.900000,0.636818,0.000000,0.588519,0.333333,0.432461
495773,,0.000000,0.000000,0.159008,0.800000,0.300000,0.585047,0.000000,0.528634,0.500000,0.501970
495774,,0.000000,0.000000,0.088817,0.800000,0.300000,0.642173,0.000000,0.000000,0.000000,0.000000
495775,IncHI1B,0.000000,0.000000,0.117569,0.800000,0.900000,0.607535,0.000000,0.000000,0.000000,0.000000
495776,,0.000000,0.000000,0.235893,0.800000,0.300000,0.558537,0.000000,0.227670,0.083333,0.140165
495777,,0.000000,0.000000,0.107774,0.800000,0.300000,0.549929,0.000000,0.000000,0.000000,0.000000
495778,,0.000000,0.000000,0.129571,0.800000,0.300000,0.519698,0.000000,0.227670,0.083333,0.140165
495779,,0.806006,0.000000,0.114856,0.800000,0.300000,0.538525,0.440000,0.000000,0.000000,0.000000
495780,,0.000000,0.000000,0.200890,0.800000,0.300000,0.596593,0.330000,0.528634,0.333333,0.370481
495781,IncFII(K),0.000000,0.000000,0.603230,0.800000,0.900000,0.651050,0.000000,0.000000,0.000000,0.000000
495782,,0.000000,0.000000,0.070000,0.800000,0.300000,0.560916,0.000000,0.000000,0.000000,0.000000
495783,,0.000000,0.000000,0.166523,0.800000,0.300000,0.665393,0.290000,0.000000,0.000000,0.000000
495784,Col440I,0.000000,0.000000,0.151744,0.800000,0.500000,0.571606,0.000000,0.227670,0.083333,0.000000
495785,,0.000000,0.000000,0.084997,0.800000,0.300000,0.611232,0.000000,0.227670,0.083333,0.140165
495786,,0.872303,0.000000,0.118744,0.800000,0.300000,0.605916,0.000000,0.000000,0.000000,0.000000
495787,,0.000000,0.000000,0.110717,0.800000,0.300000,0.544951,0.000000,0.000000,0.000000,0.000000
495788,,0.436151,0.000000,0.122374,0.800000,0.300000,0.528242,0.000000,0.000000,0.000000,0.000000
495789,,0.872303,0.000000,0.107717,0.800000,0.300000,0.550029,0.000000,0.000000,0.000000,0.000000
495790,,1.000000,0.000000,0.099516,0.800000,0.300000,0.612299,0.330000,0.000000,0.000000,0.000000
495791,Col440I,0.000000,0.000000,0.100534,0.800000,0.500000,0.610047,0.000000,0.000000,0.000000,0.000000
495792,,0.436151,0.000000,0.094761,0.800000,0.300000,0.577958,0.000000,0.000000,0.000000,0.000000
495793,Col440I,0.000000,0.000000,0.096270,0.800000,0.500000,0.574032,0.000000,0.000000,0.000000,0.000000
495794,,0.436151,0.000000,0.101969,0.800000,0.300000,0.561001,0.000000,0.000000,0.000000,0.000000
495795,,0.000000,0.000000,0.074694,0.800000,0.300000,0.688315,0.000000,0.360849,0.166667,0.140165
495796,ColRNAI,0.000000,0.000000,0.595000,0.800000,0.900000,0.618758,0.000000,0.000000,0.000000,0.000000
495797,,0.000000,0.000000,0.303905,0.800000,0.300000,0.558066,0.530000,1.000000,1.000000,0.964049
495798,,0.000000,0.000000,0.083153,0.800000,0.300000,0.665939,0.530000,0.528634,0.250000,0.284318
495799,,0.000000,0.000000,0.075048,0.800000,0.300000,0.683492,0.000000,0.000000,0.000000,0.000000
495800,,0.000000,0.000000,0.070000,0.800000,0.300000,0.642389,0.530000,0.360849,0.416667,0.370481
495801,,0.000000,0.000000,0.083689,0.800000,0.300000,0.724094,0.290000,0.227670,0.083333,0.140165
495802,,0.000000,0.000000,0.070000,0.800000,0.300000,0.487412,0.000000,0.842480,0.666667,0.521067
495803,,0.000000,0.000000,0.070000,0.800000,0.300000,0.717839,0.530000,0.000000,0.000000,0.000000
495804,,0.000000,0.000000,0.070000,0.800000,0.300000,0.576831,0.000000,0.000000,0.000000,0.000000
495805,,0.000000,0.000000,0.132646,0.800000,0.300000,0.623163,0.450000,0.787610,0.666667,0.887310
495806,,0.000000,0.000000,0.082226,0.800000,0.300000,0.624790,0.000000,0.000000,0.000000,0.000000
495807,,0.000000,0.000000,0.102230,0.800000,0.300000,0.606460,0.000000,0.000000,0.000000,0.000000
495808,,0.000000,0.000000,0.141736,0.800000,0.300000,0.553365,0.000000,0.000000,0.000000,0.000000
495809,,0.000000,0.000000,0.125808,0.800000,0.300000,0.630834,0.000000,0.000000,0.000000,0.140165
495810,IncR,0.000000,0.000000,0.107291,0.800000,0.900000,0.657588,0.290000,0.227670,0.083333,0.140165
495811,,0.000000,0.000000,0.420000,0.800000,0.300000,0.662298,0.290000,0.000000,0.000000,0.140165
495812,,0.000000,0.000000,0.079964,0.800000,0.300000,0.711273,0.530000,0.227670,0.083333,0.140165
495813,,0.000000,0.000000,0.080031,0.800000,0.300000,0.729919,0.530000,0.000000,0.000000,0.000000
495814,,0.000000,0.000000,0.108890,0.800000,0.300000,0.593995,0.000000,0.000000,0.000000,0.000000
495815,Col440I,0.000000,0.000000,0.109443,0.800000,0.500000,0.547060,0.000000,0.000000,0.083333,0.223984
495816,IncX4,0.872303,0.000000,0.424330,0.800000,0.900000,0.693669,0.370000,0.000000,0.083333,0.140165
495817,,0.524094,0.000000,0.070000,0.800000,0.300000,0.634909,0.450000,0.683011,0.416667,0.432461
495818,,0.000000,0.000000,0.076175,0.800000,0.300000,0.716119,0.290000,0.000000,0.000000,0.000000
495819,,0.000000,0.000000,0.075996,0.800000,0.300000,0.672074,0.530000,0.588519,0.250000,0.458090
495820,,0.000000,0.000000,0.162223,0.800000,0.300000,0.628691,0.330000,0.588519,0.333333,0.521067
495821,IncFIB(K),0.000000,0.000000,0.070000,0.800000,0.900000,0.664489,0.000000,0.000000,0.000000,0.000000
495822,,0.000000,0.000000,0.084066,0.800000,0.300000,0.615485,0.680000,0.360849,0.083333,0.284318
495823,,0.000000,0.000000,0.102482,0.800000,0.300000,0.559946,0.000000,0.000000,0.083333,0.223984
495824,,0.000000,0.000000,0.070000,0.800000,0.300000,0.541132,0.000000,0.000000,0.083333,0.140165
495825,,0.872303,0.000000,0.097233,0.800000,0.300000,0.571642,0.000000,0.227670,0.083333,0.140165
495826,,0.000000,0.000000,0.070000,0.800000,0.300000,0.606780,0.000000,0.227670,0.166667,0.223984
495827,,0.000000,0.000000,0.080669,0.800000,0.300000,0.679831,0.490000,0.000000,0.000000,0.000000
495828,IncFIB(K),0.000000,0.000000,0.087627,0.800000,0.900000,0.692508,0.000000,0.000000,0.000000,0.000000
495829,,0.000000,0.000000,0.070000,0.800000,0.300000,0.498916,0.000000,0.000000,0.166667,0.284318
495830,,0.000000,0.000000,0.197143,0.800000,0.300000,0.522459,0.000000,0.000000,0.000000,0.000000
495831,,0.691284,0.000000,0.096457,0.800000,0.300000,0.619558,0.440000,0.000000,0.000000,0.000000
495832,,0.524094,0.000000,0.070000,0.800000,0.300000,0.626924,0.410000,0.227670,0.083333,0.000000
495833,,0.691284,0.000000,0.070000,0.800000,0.300000,0.558640,0.000000,0.000000,0.000000,0.000000
495834,,0.000000,0.000000,0.129536,0.800000,0.300000,0.565736,0.000000,0.000000,0.000000,0.000000
495835,,0.000000,0.000000,0.091217,0.800000,0.300000,0.695014,0.530000,0.360849,0.333333,0.331538
495836,,0.691284,0.000000,0.097845,0.800000,0.300000,0.616166,0.440000,0.000000,0.000000,0.000000
495837,,0.691284,0.000000,0.070000,0.800000,0.300000,0.567554,0.440000,0.000000,0.000000,0.000000
495838,,0.691284,0.000000,0.070000,0.800000,0.300000,0.567554,0.440000,0.000000,0.000000,0.000000
495839,,0.000000,0.000000,0.115476,0.800000,0.300000,0.666749,0.530000,0.588519,0.250000,0.331538
495840,,0.000000,0.000000,0.203690,0.800000,0.300000,0.584959,0.000000,0.360849,0.166667,0.521067
495841,,0.000000,0.000000,0.096810,0.800000,0.300000,0.701815,0.530000,0.000000,0.000000,0.223984
495842,,0.000000,0.000000,0.121997,0.800000,0.300000,0.635528,0.290000,0.000000,0.000000,0.000000
495843,,0.872303,0.000000,0.107563,0.800000,0.300000,0.623208,0.000000,0.000000,0.000000,0.000000
495844,,0.000000,0.000000,0.185676,0.800000,0.300000,0.537323,0.000000,0.000000,0.000000,0.000000
495845,,0.000000,0.000000,0.144479,0.800000,0.300000,0.577782,0.290000,0.000000,0.000000,0.000000
495846,,0.872303,0.000000,0.715974,0.800000,0.300000,0.653045,0.290000,0.227670,0.250000,0.284318
495847,,0.000000,0.000000,0.070000,0.800000,0.300000,0.533282,0.000000,0.227670,0.083333,0.223984
495848,,0.000000,0.000000,0.119293,0.800000,0.300000,0.532265,0.000000,0.000000,0.000000,0.000000
495849,,0.000000,0.000000,0.070000,0.800000,0.300000,0.654864,0.000000,0.000000,0.083333,0.140165
495850,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.554044,0.000000,0.000000,0.083333,0.140165
495851,,0.000000,0.000000,0.070000,0.800000,0.300000,0.515929,0.000000,0.000000,0.000000,0.000000
495852,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.567874,0.290000,0.000000,0.000000,0.000000
495853,,0.000000,0.000000,0.092721,0.800000,0.300000,0.702568,0.750000,0.000000,0.000000,0.000000
