id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BM,S_GEO,S_HAB,S_GROW
297421,,0.000000,0.000000,0.070000,0.720000,0.300000,0.682493,0.290000,0.000000,0.000000,0.000000
297422,,0.000000,0.360000,0.079997,0.800000,0.300000,0.638144,0.370000,0.227670,0.083333,0.000000
297423,,0.000000,0.000000,0.420000,0.800000,0.300000,0.611424,0.290000,0.360849,0.083333,0.140165
297424,,0.000000,0.000000,0.100537,0.720000,0.300000,0.564042,0.000000,0.000000,0.000000,0.000000
297425,,0.000000,0.330000,0.118612,0.780000,0.300000,0.606096,0.410000,0.588519,0.500000,0.481077
297426,,0.000000,0.000000,0.093646,0.760000,0.300000,0.627013,0.000000,0.639151,0.666667,0.584842
297427,,0.000000,0.330000,0.070000,0.740000,0.300000,0.654695,0.000000,0.227670,0.083333,0.000000
297428,,0.000000,0.360000,0.070000,0.760000,0.300000,0.650539,0.330000,0.227670,0.083333,0.000000
297429,IncFII,0.000000,0.000000,0.070000,0.720000,0.900000,0.578002,0.000000,0.000000,0.000000,0.000000
297430,Col440I,0.000000,0.000000,0.070000,0.760000,0.500000,0.571978,0.000000,0.455340,0.250000,0.584842
297431,,0.691284,0.000000,0.131678,0.720000,0.300000,0.563390,0.000000,0.000000,0.000000,0.000000
297432,,0.000000,0.000000,0.420000,0.760000,0.300000,0.539176,0.000000,0.588519,0.416667,0.741461
297433,,0.000000,0.000000,0.147081,0.720000,0.300000,0.502597,0.000000,0.000000,0.000000,0.000000
297434,,0.000000,0.000000,0.070000,0.720000,0.300000,0.641466,0.410000,0.000000,0.000000,0.000000
297435,,0.691284,0.000000,0.104669,0.720000,0.300000,0.628528,0.330000,0.000000,0.000000,0.000000
297436,,0.000000,0.000000,0.420000,0.800000,0.300000,0.536999,0.000000,0.842480,0.583333,0.734181
297437,,0.000000,0.000000,0.420000,0.720000,0.300000,0.574090,0.000000,0.000000,0.000000,0.000000
297438,,0.000000,0.000000,0.095899,0.760000,0.300000,0.647881,0.000000,0.000000,0.083333,0.000000
297439,IncI1,0.000000,0.000000,0.070000,0.720000,0.900000,0.688547,0.000000,0.000000,0.000000,0.000000
297440,IncI1,0.000000,0.000000,0.094403,0.720000,0.900000,0.670921,0.000000,0.000000,0.000000,0.000000
297441,,0.000000,0.480000,0.070000,0.740000,0.300000,0.642177,0.000000,0.000000,0.000000,0.000000
297442,,0.000000,0.000000,0.088870,0.720000,0.300000,0.641985,0.000000,0.000000,0.000000,0.000000
297443,,0.000000,0.000000,0.070000,0.720000,0.300000,0.641885,0.000000,0.000000,0.000000,0.000000
297444,,0.000000,0.000000,0.070000,0.720000,0.300000,0.597985,0.000000,0.227670,0.083333,0.000000
297445,,0.000000,0.330000,0.070000,0.740000,0.300000,0.600714,0.000000,0.000000,0.000000,0.000000
297446,,0.000000,0.000000,0.124711,0.720000,0.300000,0.598251,0.000000,0.000000,0.000000,0.000000
297447,,0.000000,0.000000,0.089410,0.720000,0.300000,0.594115,0.000000,0.000000,0.000000,0.000000
297448,,0.000000,0.000000,0.070000,0.720000,0.300000,0.563199,0.000000,0.227670,0.083333,0.000000
297449,IncFII(pAMA1167-NDM-5),0.000000,0.000000,0.147227,0.720000,0.900000,0.575378,0.000000,0.000000,0.000000,0.000000
297450,,0.000000,0.000000,0.070000,0.720000,0.300000,0.574310,0.000000,0.000000,0.000000,0.000000
297451,,0.000000,0.480000,0.070000,0.740000,0.300000,0.567912,0.000000,0.000000,0.000000,0.000000
297452,,0.000000,0.000000,0.070000,0.720000,0.300000,0.566716,0.000000,0.000000,0.000000,0.000000
297453,,0.000000,0.000000,0.117862,0.760000,0.300000,0.534221,0.000000,0.227670,0.083333,0.000000
297454,,0.000000,0.000000,0.070000,0.720000,0.300000,0.522837,0.000000,0.000000,0.083333,0.000000
297455,,0.000000,0.000000,0.106496,0.720000,0.300000,0.552212,0.000000,0.000000,0.000000,0.000000
297456,IncFIA,0.000000,0.000000,0.070000,0.720000,0.900000,0.545739,0.000000,0.000000,0.000000,0.000000
297457,,0.000000,0.000000,0.110486,0.720000,0.300000,0.545328,0.000000,0.000000,0.000000,0.000000
297458,,0.000000,0.000000,0.070000,0.720000,0.300000,0.536857,0.000000,0.000000,0.000000,0.000000
297459,,0.000000,0.000000,0.120986,0.720000,0.300000,0.530025,0.000000,0.000000,0.000000,0.000000
297460,Col(MG828),0.000000,0.000000,0.070000,0.720000,0.500000,0.493315,0.000000,0.000000,0.000000,0.000000
297461,,0.000000,0.000000,0.070000,0.720000,0.300000,0.488728,0.000000,0.000000,0.000000,0.000000
297462,,0.000000,0.000000,0.070000,0.720000,0.300000,0.471009,0.000000,0.000000,0.000000,0.000000
297463,,0.000000,0.000000,0.070000,0.720000,0.300000,0.470347,0.000000,0.000000,0.000000,0.000000
297464,IncX1,0.000000,0.000000,0.478662,0.720000,0.900000,0.566716,0.330000,0.721698,0.416667,0.521067
297465,,0.000000,0.000000,0.070000,0.720000,0.300000,0.627803,0.000000,0.455340,0.166667,0.140165
297466,,0.000000,0.000000,0.162062,0.720000,0.300000,0.563717,0.000000,0.639151,0.250000,0.458090
297467,,0.000000,0.000000,0.070000,0.720000,0.300000,0.661462,0.000000,0.000000,0.000000,0.000000
297468,IncQ1,0.691284,0.000000,0.104301,0.720000,0.500000,0.602327,0.290000,0.000000,0.000000,0.000000
297469,,0.436151,0.000000,0.365677,0.760000,0.300000,0.504214,0.000000,0.528634,0.166667,0.403640
297470,,0.000000,0.000000,0.164578,0.720000,0.300000,0.489022,0.000000,0.360849,0.166667,0.140165
297471,,0.000000,0.000000,0.082584,0.760000,0.300000,0.622874,0.000000,0.227670,0.000000,0.000000
297472,,0.000000,0.000000,0.083504,0.720000,0.300000,0.618192,0.000000,0.227670,0.083333,0.140165
297473,IncFII,0.000000,0.000000,0.097739,0.720000,0.900000,0.616418,0.290000,0.000000,0.000000,0.000000
297474,,0.000000,0.000000,0.070000,0.720000,0.300000,0.599799,0.000000,0.000000,0.000000,0.000000
297475,,0.000000,0.000000,0.230772,0.720000,0.300000,0.545810,0.000000,0.000000,0.000000,0.000000
297476,,0.000000,0.000000,0.603010,0.720000,0.300000,0.698849,0.000000,0.000000,0.000000,0.000000
297477,,0.000000,0.360000,0.070000,0.760000,0.300000,0.672146,0.370000,0.000000,0.000000,0.000000
297478,,0.000000,0.330000,0.085368,0.740000,0.300000,0.655609,0.330000,0.000000,0.000000,0.000000
297479,,0.000000,0.000000,0.105043,0.720000,0.300000,0.646907,0.000000,0.000000,0.000000,0.000000
297480,,0.000000,0.000000,0.096736,0.720000,0.300000,0.645770,0.000000,0.000000,0.000000,0.000000
297481,,0.000000,0.000000,0.100829,0.720000,0.300000,0.609409,0.000000,0.000000,0.000000,0.000000
297482,,0.000000,0.000000,0.115797,0.720000,0.300000,0.610054,0.000000,0.000000,0.000000,0.000000
297483,,0.000000,0.000000,0.070000,0.720000,0.300000,0.609457,0.000000,0.000000,0.000000,0.000000
297484,,0.000000,0.330000,0.070000,0.740000,0.300000,0.595467,0.000000,0.000000,0.000000,0.000000
297485,,0.000000,0.480000,0.070000,0.740000,0.300000,0.562026,0.000000,0.000000,0.000000,0.000000
297486,,0.000000,0.000000,0.102328,0.720000,0.300000,0.560261,0.000000,0.000000,0.000000,0.000000
297487,,0.000000,0.000000,0.102953,0.720000,0.300000,0.558991,0.000000,0.000000,0.000000,0.000000
297488,,0.000000,0.000000,0.179250,0.720000,0.300000,0.525450,0.000000,0.000000,0.000000,0.000000
297489,,0.000000,0.000000,0.111521,0.720000,0.300000,0.616559,0.000000,0.000000,0.000000,0.000000
297490,,0.000000,0.000000,0.133993,0.720000,0.300000,0.606943,0.290000,0.000000,0.000000,0.000000
297491,,0.000000,0.000000,0.122829,0.720000,0.300000,0.600574,0.000000,0.000000,0.000000,0.000000
297492,,0.000000,0.000000,0.120847,0.720000,0.300000,0.576204,0.000000,0.000000,0.000000,0.000000
297493,,0.000000,0.000000,0.100687,0.720000,0.300000,0.563717,0.000000,0.000000,0.000000,0.000000
297494,,0.000000,0.000000,0.070000,0.720000,0.300000,0.523761,0.000000,0.227670,0.083333,0.284318
297495,,0.000000,0.000000,0.070000,0.720000,0.300000,0.552839,0.000000,0.000000,0.000000,0.000000
297496,,0.000000,0.000000,0.070000,0.720000,0.300000,0.498518,0.000000,0.000000,0.000000,0.000000
297497,,0.000000,0.570000,0.125623,0.840000,0.300000,0.616246,0.000000,0.588519,0.416667,0.223984
297498,IncFIB(AP001918),0.000000,0.000000,0.115310,0.720000,0.900000,0.675853,0.290000,0.000000,0.000000,0.000000
297499,,0.000000,0.360000,0.070000,0.760000,0.300000,0.634058,0.000000,0.000000,0.000000,0.000000
297500,,0.000000,0.540000,0.118567,0.820000,0.300000,0.579249,0.000000,0.889483,0.500000,0.640339
297501,,0.000000,0.360000,0.074289,0.760000,0.300000,0.694302,0.370000,0.000000,0.000000,0.000000
297502,,0.000000,0.510000,0.070000,0.760000,0.300000,0.684141,0.000000,0.000000,0.000000,0.000000
297503,,0.000000,0.000000,0.155124,0.760000,0.300000,0.634006,0.000000,0.227670,0.083333,0.000000
297504,IncX1,0.000000,0.000000,0.070000,0.720000,0.900000,0.658013,0.290000,0.000000,0.000000,0.000000
297505,,0.000000,0.000000,0.108217,0.720000,0.300000,0.622062,0.290000,0.000000,0.000000,0.000000
297506,,0.000000,0.000000,0.133523,0.760000,0.300000,0.588341,0.000000,0.360849,0.083333,0.140165
297507,,0.000000,0.000000,0.070000,0.720000,0.300000,0.612423,0.290000,0.000000,0.000000,0.000000
297508,,0.000000,0.330000,0.118356,0.740000,0.300000,0.606446,0.000000,0.000000,0.000000,0.000000
297509,,0.000000,0.000000,0.070000,0.720000,0.300000,0.558611,0.000000,0.000000,0.000000,0.000000
297510,,0.000000,0.330000,0.070000,0.740000,0.300000,0.469902,0.000000,0.000000,0.000000,0.000000
297511,,0.000000,0.510000,0.070000,0.800000,0.300000,0.617387,0.000000,1.000000,0.916667,0.680578
297512,,0.000000,0.000000,0.617408,0.760000,0.300000,0.584583,0.000000,0.683011,0.416667,0.521067
297513,,0.000000,0.000000,0.193203,0.760000,0.300000,0.590380,0.000000,0.756304,0.416667,0.432461
297514,,0.000000,0.330000,0.080187,0.740000,0.300000,0.636899,0.000000,0.000000,0.000000,0.000000
297515,ColRNAI,0.000000,0.000000,0.448571,0.800000,0.900000,0.568458,0.000000,0.721698,0.416667,0.685166
297516,IncFII,0.000000,0.000000,0.084900,0.720000,0.900000,0.611662,0.000000,0.000000,0.000000,0.000000
297517,,0.000000,0.000000,0.070000,0.720000,0.300000,0.597879,0.000000,0.000000,0.000000,0.000000
297518,,0.000000,0.000000,0.070000,0.720000,0.300000,0.571364,0.000000,0.000000,0.000000,0.000000
297519,,0.000000,0.480000,0.070000,0.740000,0.300000,0.541380,0.000000,0.000000,0.000000,0.000000
297520,,0.000000,0.000000,0.188483,0.720000,0.300000,0.520065,0.000000,0.227670,0.000000,0.000000
297521,,0.000000,0.000000,0.070000,0.720000,0.300000,0.529117,0.000000,0.000000,0.000000,0.000000
297522,,0.000000,0.000000,0.202626,0.720000,0.300000,0.466584,0.000000,0.000000,0.000000,0.000000
297523,,0.000000,0.000000,0.124165,0.720000,0.300000,0.598918,0.000000,0.360849,0.166667,0.284318
297524,,0.000000,0.000000,0.070000,0.760000,0.300000,0.667461,0.370000,0.588519,0.250000,0.370481
297525,,0.000000,0.330000,0.074574,0.740000,0.300000,0.690041,0.000000,0.000000,0.000000,0.000000
297526,,0.000000,0.000000,0.070000,0.720000,0.300000,0.680453,0.530000,0.000000,0.000000,0.000000
297527,,0.000000,0.000000,0.194254,0.760000,0.300000,0.577716,0.000000,0.455340,0.250000,0.223984
297528,,0.000000,0.000000,0.078066,0.720000,0.300000,0.652391,0.290000,0.000000,0.000000,0.000000
297529,,0.000000,0.000000,0.070000,0.720000,0.300000,0.628431,0.000000,0.000000,0.000000,0.000000
297530,IncFII(pHN7A8),0.000000,0.000000,0.070000,0.720000,0.900000,0.524965,0.000000,0.360849,0.166667,0.223984
297531,,0.000000,0.000000,0.070000,0.720000,0.300000,0.580946,0.000000,0.000000,0.000000,0.000000
297532,,0.000000,0.000000,0.070000,0.720000,0.300000,0.579581,0.000000,0.000000,0.000000,0.000000
297533,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.579044,0.000000,0.000000,0.000000,0.000000
297534,,0.000000,0.000000,0.070000,0.720000,0.300000,0.567465,0.000000,0.000000,0.000000,0.000000
297535,,0.000000,0.000000,0.107416,0.720000,0.300000,0.550561,0.000000,0.000000,0.000000,0.000000
297536,,0.000000,0.000000,0.070000,0.720000,0.300000,0.502289,0.000000,0.000000,0.000000,0.000000
297537,,0.000000,0.000000,0.094916,0.720000,0.300000,0.696449,0.290000,0.227670,0.000000,0.140165
297538,,0.000000,0.000000,0.070000,0.720000,0.300000,0.561634,0.000000,0.000000,0.000000,0.000000
297539,,0.691284,0.000000,0.211765,0.760000,0.300000,0.636474,0.480000,0.000000,0.000000,0.000000
297540,,0.000000,0.000000,0.070000,0.760000,0.300000,0.531188,0.000000,0.000000,0.000000,0.000000
297541,,0.000000,0.000000,0.420000,0.760000,0.300000,0.519750,0.000000,0.000000,0.000000,0.000000
297542,,0.000000,0.000000,0.445278,0.760000,0.300000,0.576585,0.000000,0.000000,0.000000,0.000000
297543,,0.000000,0.000000,0.105528,0.760000,0.300000,0.553996,0.000000,0.000000,0.000000,0.000000
297544,ColpVC,0.000000,0.000000,0.420000,0.760000,0.300000,0.507143,0.000000,0.000000,0.000000,0.000000
297545,ColpVC,0.000000,0.000000,0.070000,0.760000,0.300000,0.500589,0.000000,0.000000,0.000000,0.000000
297546,,0.000000,0.000000,0.070000,0.760000,0.300000,0.487712,0.000000,0.528634,0.166667,0.284318
297547,,0.000000,0.480000,0.073139,0.780000,0.300000,0.715021,0.410000,0.000000,0.000000,0.000000
297548,,0.000000,0.000000,0.420000,0.760000,0.300000,0.584781,0.000000,0.455340,0.166667,0.284318
297549,IncFIA,0.000000,0.000000,0.616242,0.760000,0.900000,0.634129,0.290000,0.967127,0.750000,0.748492
297550,,0.000000,0.510000,0.159915,0.800000,0.300000,0.584374,0.000000,0.787610,0.500000,0.469858
297551,,0.000000,0.000000,0.070000,0.760000,0.300000,0.609973,0.000000,0.000000,0.000000,0.000000
297552,,0.000000,0.480000,0.093091,0.780000,0.300000,0.582590,0.000000,0.000000,0.000000,0.000000
297553,IncFII(pHN7A8),0.000000,0.000000,0.617533,0.800000,0.900000,0.657122,0.000000,0.227670,0.083333,0.140165
297554,,0.436151,0.000000,0.166842,0.760000,0.300000,0.645509,0.440000,0.360849,0.166667,0.223984
297555,,0.000000,0.000000,0.094699,0.760000,0.300000,0.578122,0.000000,0.000000,0.000000,0.000000
297556,,0.000000,0.000000,0.239555,0.760000,0.300000,0.523188,0.000000,0.683011,0.333333,0.199501
297557,,0.000000,0.000000,0.070000,0.760000,0.300000,0.651630,0.330000,1.000000,1.000000,0.877287
297558,,0.000000,0.360000,0.076560,0.800000,0.300000,0.666105,0.370000,0.360849,0.083333,0.284318
297559,,0.000000,0.000000,0.070000,0.760000,0.300000,0.696923,0.000000,0.000000,0.000000,0.000000
297560,,0.000000,0.000000,0.070000,0.760000,0.300000,0.664430,0.450000,0.227670,0.083333,0.000000
297561,,0.000000,0.330000,0.070000,0.780000,0.300000,0.632709,0.000000,0.227670,0.166667,0.370481
297562,,0.000000,0.330000,0.088863,0.780000,0.300000,0.642010,0.000000,0.000000,0.000000,0.140165
297563,,0.000000,0.000000,0.080221,0.760000,0.300000,0.636678,0.000000,0.000000,0.000000,0.140165
297564,p0111,0.000000,0.000000,0.082659,0.760000,0.300000,0.622478,0.000000,0.528634,0.250000,0.458090
297565,,0.691284,0.000000,0.164900,0.760000,0.300000,0.623583,0.000000,0.000000,0.000000,0.140165
297566,,0.000000,0.000000,0.120934,0.760000,0.300000,0.576092,0.000000,0.000000,0.000000,0.140165
297567,,0.000000,0.000000,0.117468,0.760000,0.300000,0.534769,0.000000,0.360849,0.166667,0.331538
297568,,0.000000,0.000000,0.070000,0.760000,0.300000,0.566430,0.000000,0.000000,0.000000,0.000000
297569,,0.000000,0.000000,0.077103,0.760000,0.300000,0.660828,0.000000,0.227670,0.083333,0.140165
297570,,0.691284,0.000000,0.176759,0.760000,0.300000,0.624643,0.440000,0.000000,0.000000,0.000000
297571,,0.000000,0.000000,0.070000,0.760000,0.300000,0.694556,0.330000,0.866821,0.583333,0.358265
297572,,0.000000,0.000000,0.070000,0.760000,0.300000,0.585077,0.000000,0.455340,0.333333,0.458090
297573,,0.000000,0.000000,0.070000,0.760000,0.300000,0.669532,0.450000,0.639151,0.500000,0.521067
297574,p0111,0.000000,0.000000,0.096838,0.760000,0.300000,0.572611,0.000000,0.227670,0.250000,0.370481
297575,,0.000000,0.000000,0.070000,0.760000,0.300000,0.568445,0.000000,0.000000,0.000000,0.140165
297576,,0.000000,0.000000,0.139865,0.760000,0.300000,0.509120,0.000000,0.528634,0.166667,0.432461
297577,,0.000000,0.000000,0.146648,0.760000,0.300000,0.502971,0.290000,0.588519,0.416667,0.555173
297578,IncFII(pHN7A8),0.000000,0.000000,0.595000,0.760000,0.900000,0.648840,0.000000,0.787610,0.250000,0.370481
297579,,0.000000,0.000000,0.186339,0.760000,0.300000,0.621091,0.290000,0.588519,0.166667,0.370481
297580,,0.000000,0.000000,0.070000,0.760000,0.300000,0.655384,0.000000,0.360849,0.083333,0.140165
297581,,0.000000,0.330000,0.138997,0.780000,0.300000,0.555948,0.000000,0.360849,0.250000,0.458090
297582,,0.872303,0.000000,0.070000,0.760000,0.300000,0.629477,0.330000,0.000000,0.000000,0.000000
297583,,0.000000,0.000000,0.420000,0.760000,0.300000,0.574414,0.000000,0.683011,0.416667,0.570481
297584,,0.000000,0.000000,0.108790,0.760000,0.300000,0.548168,0.000000,0.000000,0.000000,0.000000
297585,,0.000000,0.000000,0.070000,0.760000,0.300000,0.466466,0.000000,0.000000,0.000000,0.000000
297586,,0.436151,0.000000,0.125080,0.760000,0.300000,0.597806,0.330000,0.000000,0.000000,0.000000
297587,,0.000000,0.000000,0.107230,0.760000,0.300000,0.596890,0.000000,0.000000,0.000000,0.000000
297588,,0.000000,0.000000,0.070000,0.760000,0.300000,0.573974,0.000000,0.000000,0.000000,0.000000
297589,,0.000000,0.000000,0.196369,0.760000,0.300000,0.561788,0.000000,0.000000,0.000000,0.000000
297590,,0.000000,0.360000,0.083062,0.800000,0.300000,0.666398,0.000000,0.227670,0.000000,0.140165
297591,,0.806006,0.660000,0.096987,0.800000,0.300000,0.691151,0.000000,0.000000,0.000000,0.000000
297592,,0.000000,0.000000,0.595000,0.760000,0.300000,0.679932,0.000000,0.000000,0.000000,0.000000
297593,,0.000000,0.000000,0.095219,0.760000,0.300000,0.622741,0.000000,0.000000,0.000000,0.000000
297594,,0.000000,0.000000,0.168061,0.760000,0.300000,0.559528,0.000000,0.000000,0.000000,0.000000
297595,,0.000000,0.000000,0.106801,0.760000,0.300000,0.551661,0.000000,0.000000,0.000000,0.000000
297596,,0.000000,0.000000,0.111356,0.760000,0.300000,0.543916,0.000000,0.000000,0.000000,0.000000
297597,,0.000000,0.000000,0.070000,0.760000,0.300000,0.535976,0.000000,0.000000,0.000000,0.000000
297598,,0.000000,0.000000,0.279937,0.760000,0.300000,0.482104,0.000000,0.227670,0.083333,0.140165
297599,IncQ1,0.000000,0.000000,0.420000,0.760000,0.500000,0.584860,0.000000,0.000000,0.000000,0.000000
297600,IncFII,0.000000,0.000000,0.070000,0.760000,0.900000,0.504180,0.000000,0.000000,0.000000,0.000000
297601,,0.000000,0.000000,0.070000,0.760000,0.300000,0.465160,0.000000,0.000000,0.000000,0.000000
297602,,0.000000,0.000000,0.077066,0.760000,0.300000,0.661172,0.000000,0.000000,0.000000,0.000000
297603,,0.000000,0.000000,0.091917,0.760000,0.300000,0.586054,0.000000,0.227670,0.083333,0.000000
297604,,0.000000,0.000000,0.281491,0.760000,0.300000,0.527613,0.000000,0.000000,0.000000,0.000000
297605,IncFII(pCoo),0.000000,0.000000,0.685708,0.760000,0.900000,0.637607,0.290000,0.787610,0.583333,0.762004
297606,,0.000000,0.000000,0.082469,0.760000,0.300000,0.623484,0.000000,0.227670,0.083333,0.140165
297607,IncFII,0.000000,0.000000,0.153252,0.760000,0.900000,0.589483,0.000000,0.360849,0.250000,0.223984
297608,,0.436151,0.000000,0.094286,0.760000,0.300000,0.625242,0.330000,0.000000,0.000000,0.000000
297609,,0.000000,0.000000,0.087196,0.760000,0.300000,0.602153,0.000000,0.000000,0.000000,0.000000
297610,,0.000000,0.000000,0.070000,0.760000,0.300000,0.595062,0.000000,0.227670,0.083333,0.140165
297611,,0.000000,0.000000,0.070000,0.760000,0.300000,0.570475,0.000000,0.360849,0.083333,0.140165
297612,,0.000000,0.330000,0.070000,0.780000,0.300000,0.551449,0.000000,0.000000,0.000000,0.000000
297613,,0.000000,0.000000,0.420000,0.760000,0.300000,0.511875,0.000000,0.227670,0.083333,0.140165
