id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BM,S_GEO,S_HAB,S_GROW
693909,IncI1,0.000000,0.000000,0.087053,0.720000,0.900000,0.602706,0.000000,0.000000,0.000000,0.000000
693910,,0.000000,0.000000,0.668036,0.760000,0.300000,0.651987,0.290000,0.639151,0.583333,0.741461
693911,,0.000000,0.000000,0.070000,0.720000,0.300000,0.686630,0.000000,0.000000,0.000000,0.000000
693912,,0.000000,0.000000,0.595000,0.720000,0.300000,0.645864,0.000000,0.000000,0.000000,0.000000
693913,,0.000000,0.000000,0.110976,0.720000,0.300000,0.663434,0.000000,0.000000,0.000000,0.000000
693914,,0.000000,0.480000,0.070000,0.780000,0.300000,0.528381,0.000000,0.360849,0.416667,0.481077
693915,,0.000000,0.480000,0.171833,0.740000,0.300000,0.530115,0.000000,0.227670,0.000000,0.000000
693916,IncQ1,0.691284,0.000000,0.164981,0.720000,0.500000,0.650278,0.440000,0.000000,0.000000,0.000000
693917,IncFII(S),0.000000,0.690000,0.088890,0.780000,0.900000,0.702722,0.000000,0.000000,0.000000,0.000000
693918,,0.872303,0.000000,0.177783,0.720000,0.300000,0.641910,0.440000,0.000000,0.000000,0.000000
693919,ColRNAI,0.000000,0.000000,0.115607,0.720000,0.900000,0.537424,0.000000,0.000000,0.000000,0.000000
693920,,0.000000,0.000000,0.070000,0.720000,0.300000,0.691640,0.000000,0.000000,0.000000,0.000000
693921,,0.691284,0.000000,0.169034,0.720000,0.300000,0.640298,0.440000,0.000000,0.000000,0.000000
693922,IncHI1A/IncHI1B(R27),0.000000,0.000000,0.070000,0.760000,0.900000,0.661546,0.000000,0.455340,0.083333,0.331538
693923,,0.000000,0.000000,0.082981,0.720000,0.300000,0.666812,0.530000,0.000000,0.000000,0.000000
693924,,0.872303,0.000000,0.169910,0.720000,0.300000,0.638325,0.440000,0.000000,0.000000,0.000000
693925,,0.000000,0.000000,0.070000,0.720000,0.300000,0.653835,0.000000,0.000000,0.000000,0.000000
693926,,0.000000,0.000000,0.070000,0.720000,0.300000,0.629673,0.370000,0.000000,0.000000,0.000000
693927,,0.000000,0.000000,0.084034,0.720000,0.300000,0.615635,0.290000,0.000000,0.000000,0.000000
693928,,0.000000,0.000000,0.070000,0.720000,0.300000,0.476029,0.000000,0.000000,0.000000,0.000000
693929,,0.691284,0.000000,0.289390,0.760000,0.300000,0.562317,0.560000,1.000000,0.833333,1.000000
693930,,0.000000,0.000000,0.070000,0.720000,0.300000,0.536653,0.000000,0.360849,0.083333,0.140165
693931,,0.000000,0.000000,0.070000,0.720000,0.300000,0.577562,0.000000,0.000000,0.000000,0.000000
693932,,0.436151,0.000000,0.102422,0.720000,0.300000,0.606067,0.000000,0.000000,0.000000,0.000000
693933,,0.000000,0.510000,0.081371,0.800000,0.300000,0.675599,0.330000,0.227670,0.083333,0.000000
693934,,0.691284,0.000000,0.164880,0.720000,0.300000,0.650546,0.440000,0.000000,0.000000,0.000000
693935,IncI1,0.000000,0.000000,0.102834,0.720000,0.900000,0.605230,0.000000,0.000000,0.000000,0.000000
693936,,0.691284,0.570000,0.076132,0.840000,0.300000,0.670585,0.750000,0.455340,0.250000,0.223984
693937,,0.691284,0.000000,0.193571,0.720000,0.300000,0.572741,0.480000,0.000000,0.000000,0.000000
693938,,0.000000,0.000000,0.420000,0.720000,0.300000,0.486419,0.000000,0.227670,0.083333,0.000000
693939,,0.000000,0.000000,0.070000,0.720000,0.300000,0.582067,0.000000,0.000000,0.000000,0.000000
693940,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.546147,0.000000,0.000000,0.000000,0.000000
693941,,0.000000,0.000000,0.070000,0.720000,0.300000,0.574495,0.000000,0.000000,0.000000,0.000000
693942,,0.000000,0.000000,0.070000,0.720000,0.300000,0.596601,0.290000,0.000000,0.000000,0.000000
693943,,0.000000,0.510000,0.070000,0.760000,0.300000,0.698700,0.560000,0.000000,0.000000,0.000000
693944,,0.000000,0.000000,0.070000,0.720000,0.300000,0.612220,0.290000,0.227670,0.000000,0.000000
693945,ColpVC,0.000000,0.000000,0.070000,0.720000,0.300000,0.495476,0.000000,0.000000,0.000000,0.000000
693946,,0.000000,0.540000,0.075076,0.780000,0.300000,0.729122,0.290000,0.000000,0.000000,0.000000
693947,,0.691284,0.000000,0.070000,0.760000,0.300000,0.639093,0.330000,0.528634,0.250000,0.331538
693948,,0.000000,0.480000,0.070000,0.780000,0.300000,0.652793,0.330000,0.227670,0.083333,0.000000
693949,,0.000000,0.000000,0.070000,0.760000,0.300000,0.655779,0.000000,0.227670,0.083333,0.000000
693950,,0.000000,0.000000,0.420000,0.760000,0.300000,0.600285,0.000000,0.360849,0.166667,0.140165
693951,IncI1,0.000000,0.000000,0.073906,0.720000,0.900000,0.700509,0.000000,0.000000,0.000000,0.000000
693952,,0.000000,0.330000,0.080689,0.780000,0.300000,0.633704,0.290000,0.455340,0.250000,0.140165
693953,,0.000000,0.480000,0.070000,0.740000,0.300000,0.585937,0.000000,0.000000,0.000000,0.000000
693954,,0.000000,0.000000,0.070000,0.720000,0.300000,0.563595,0.000000,0.000000,0.000000,0.000000
693955,,0.000000,0.000000,0.176952,0.760000,0.300000,0.526861,0.000000,0.360849,0.166667,0.223984
693956,,0.000000,0.000000,0.070000,0.720000,0.300000,0.461967,0.000000,0.000000,0.000000,0.000000
693957,,0.000000,0.000000,0.070000,0.720000,0.300000,0.461589,0.000000,0.000000,0.000000,0.000000
693958,IncFIA/IncFIB(pB171)/IncFIC(FII),0.000000,0.000000,0.073905,0.720000,0.900000,0.700535,0.290000,0.000000,0.000000,0.000000
693959,,0.000000,0.360000,0.070000,0.800000,0.300000,0.685290,0.370000,0.227670,0.083333,0.000000
693960,IncY,0.000000,0.000000,0.076969,0.720000,0.900000,0.662088,0.000000,0.000000,0.000000,0.000000
693961,,0.000000,0.330000,0.093362,0.740000,0.300000,0.654723,0.330000,0.000000,0.000000,0.000000
693962,,0.000000,0.000000,0.079210,0.720000,0.300000,0.643589,0.000000,0.000000,0.000000,0.000000
693963,,0.000000,0.000000,0.070000,0.760000,0.300000,0.508311,0.000000,0.360849,0.250000,0.458090
693964,,0.000000,0.360000,0.076491,0.760000,0.300000,0.666807,0.370000,0.000000,0.000000,0.000000
693965,,0.000000,0.360000,0.070000,0.760000,0.300000,0.655149,0.000000,0.000000,0.000000,0.000000
693966,,0.000000,0.360000,0.091647,0.760000,0.300000,0.632876,0.560000,0.000000,0.000000,0.000000
693967,,0.000000,0.570000,0.082897,0.840000,0.300000,0.713242,0.290000,0.588519,0.750000,0.904911
693968,,0.000000,0.000000,0.070000,0.760000,0.300000,0.564163,0.330000,0.360849,0.166667,0.000000
693969,,0.691284,0.000000,0.070000,0.720000,0.300000,0.585528,0.000000,0.000000,0.000000,0.000000
693970,,0.691284,0.000000,0.700000,0.720000,0.300000,0.628834,0.000000,0.000000,0.000000,0.000000
693971,IncFII(S),0.000000,0.690000,0.089175,0.780000,0.900000,0.701730,0.000000,0.000000,0.000000,0.000000
693972,IncFII(S),0.000000,0.690000,0.089166,0.780000,0.900000,0.701759,0.000000,0.000000,0.000000,0.000000
693973,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.546147,0.000000,0.000000,0.000000,0.000000
693974,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.564082,0.000000,0.000000,0.000000,0.000000
693975,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.546147,0.000000,0.000000,0.000000,0.000000
693976,IncI1,0.000000,0.000000,0.075752,0.720000,0.900000,0.674830,0.290000,0.000000,0.000000,0.000000
693977,,0.436151,0.000000,0.070000,0.720000,0.300000,0.588910,0.330000,0.000000,0.000000,0.000000
693978,,0.436151,0.510000,0.090711,0.800000,0.300000,0.635808,0.450000,0.455340,0.166667,0.223984
693979,IncFII(S),0.000000,0.720000,0.096521,0.840000,0.900000,0.680205,0.000000,0.639151,0.583333,0.718923
693980,IncI1,0.000000,0.000000,0.084849,0.720000,0.900000,0.611893,0.000000,0.000000,0.000000,0.000000
693981,,0.000000,0.570000,0.074502,0.800000,0.300000,0.737094,0.330000,0.000000,0.000000,0.000000
693982,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.520692,0.000000,0.000000,0.000000,0.000000
693983,,0.000000,0.330000,0.070000,0.780000,0.300000,0.642860,0.410000,0.227670,0.166667,0.331538
693984,,0.691284,0.000000,0.070000,0.720000,0.300000,0.639171,0.370000,0.000000,0.000000,0.000000
693985,,0.000000,0.000000,0.070000,0.720000,0.300000,0.599980,0.000000,0.000000,0.000000,0.000000
693986,,0.000000,0.420000,0.098578,0.840000,0.300000,0.660440,0.330000,0.639151,0.583333,0.634754
693987,,0.436151,0.000000,0.089026,0.720000,0.300000,0.595441,0.000000,0.000000,0.000000,0.000000
693988,,0.691284,0.000000,0.070000,0.720000,0.300000,0.667739,0.370000,0.000000,0.000000,0.000000
693989,,0.691284,0.000000,0.166735,0.720000,0.300000,0.645774,0.440000,0.000000,0.000000,0.000000
693990,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.520692,0.000000,0.000000,0.000000,0.000000
693991,,0.000000,0.000000,0.070000,0.720000,0.300000,0.503578,0.000000,0.000000,0.000000,0.000000
693992,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.546147,0.000000,0.000000,0.000000,0.000000
693993,Col156,0.000000,0.000000,0.070000,0.720000,0.500000,0.546147,0.000000,0.000000,0.000000,0.000000
693994,,0.000000,0.330000,0.070000,0.740000,0.300000,0.614229,0.000000,0.360849,0.166667,0.140165
693995,IncI1,0.000000,0.000000,0.084816,0.720000,0.900000,0.612037,0.000000,0.000000,0.000000,0.000000
693996,IncI1,0.000000,0.000000,0.087279,0.720000,0.900000,0.601832,0.000000,0.000000,0.000000,0.000000
693997,,0.000000,0.510000,0.075640,0.760000,0.300000,0.676131,0.490000,0.227670,0.083333,0.140165
693998,,0.000000,0.480000,0.070000,0.740000,0.300000,0.681444,0.000000,0.000000,0.000000,0.000000
693999,,0.000000,0.000000,0.070000,0.720000,0.300000,0.672494,0.290000,0.000000,0.000000,0.000000
694000,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.520692,0.000000,0.000000,0.000000,0.000000
694001,,0.000000,0.000000,0.070000,0.760000,0.300000,0.612468,0.000000,0.360849,0.166667,0.223984
694002,,0.872303,0.000000,0.440724,0.760000,0.300000,0.589768,0.000000,0.455340,0.166667,0.481077
694003,,0.000000,0.480000,0.073866,0.740000,0.300000,0.701200,0.490000,0.227670,0.083333,0.000000
694004,,0.872303,0.000000,0.075697,0.720000,0.300000,0.721460,0.410000,0.000000,0.000000,0.000000
694005,IncI1,0.000000,0.000000,0.087204,0.720000,0.900000,0.602122,0.000000,0.000000,0.000000,0.000000
694006,,0.000000,0.000000,0.070000,0.720000,0.300000,0.699042,0.450000,0.000000,0.000000,0.000000
694007,,0.000000,0.510000,0.074371,0.760000,0.300000,0.693055,0.000000,0.000000,0.000000,0.000000
694008,,0.000000,0.000000,0.070000,0.720000,0.300000,0.635422,0.000000,0.000000,0.000000,0.000000
694009,,0.000000,0.000000,0.101368,0.720000,0.300000,0.562262,0.000000,0.000000,0.000000,0.000000
694010,,0.000000,0.000000,0.659087,0.760000,0.300000,0.660661,0.290000,0.360849,0.083333,0.000000
694011,,0.000000,0.330000,0.070000,0.740000,0.300000,0.685207,0.290000,0.000000,0.000000,0.000000
694012,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.536775,0.000000,0.000000,0.000000,0.000000
694013,,0.691284,0.000000,0.070000,0.720000,0.300000,0.688188,0.370000,0.000000,0.000000,0.000000
694014,,0.436151,0.000000,0.108600,0.720000,0.300000,0.594492,0.000000,0.000000,0.000000,0.000000
694015,,0.000000,0.000000,0.070000,0.720000,0.300000,0.637370,0.000000,0.000000,0.000000,0.000000
694016,,0.000000,0.000000,0.442512,0.760000,0.300000,0.584275,0.000000,0.639151,0.333333,0.223984
694017,,0.000000,0.000000,0.086382,0.760000,0.300000,0.651370,0.290000,0.360849,0.166667,0.000000
694018,ColpVC,0.000000,0.000000,0.070000,0.720000,0.300000,0.503847,0.000000,0.000000,0.000000,0.000000
694019,,0.000000,0.330000,0.076483,0.740000,0.300000,0.666884,0.290000,0.000000,0.000000,0.000000
694020,,0.872303,0.330000,0.157290,0.740000,0.300000,0.674698,0.480000,0.000000,0.000000,0.000000
694021,,0.000000,0.360000,0.091328,0.760000,0.300000,0.633860,0.000000,0.000000,0.000000,0.000000
694022,,0.000000,0.540000,0.081157,0.780000,0.300000,0.703765,0.290000,0.000000,0.000000,0.000000
694023,,0.436151,0.000000,0.101823,0.720000,0.300000,0.607303,0.000000,0.000000,0.000000,0.000000
694024,,0.000000,0.000000,0.070000,0.720000,0.300000,0.698156,0.000000,0.000000,0.000000,0.000000
694025,,0.000000,0.000000,0.099371,0.760000,0.300000,0.566625,0.000000,0.360849,0.166667,0.140165
694026,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.520692,0.000000,0.000000,0.000000,0.000000
694027,,0.000000,0.000000,0.070000,0.720000,0.300000,0.658769,0.000000,0.000000,0.000000,0.000000
694028,,0.436151,0.000000,0.103219,0.720000,0.300000,0.604455,0.000000,0.000000,0.000000,0.000000
694029,,0.000000,0.000000,0.070000,0.720000,0.300000,0.586479,0.000000,0.000000,0.000000,0.000000
694030,,0.000000,0.000000,0.070000,0.720000,0.300000,0.535104,0.000000,0.000000,0.000000,0.000000
694031,,0.691284,0.000000,0.070000,0.720000,0.300000,0.640857,0.370000,0.000000,0.000000,0.000000
694032,,0.000000,0.330000,0.079940,0.740000,0.300000,0.638524,0.290000,0.000000,0.000000,0.000000
694033,,0.000000,0.510000,0.072320,0.760000,0.300000,0.735076,0.450000,0.000000,0.000000,0.000000
694034,,0.000000,0.330000,0.070000,0.740000,0.300000,0.630800,0.000000,0.000000,0.000000,0.000000
694035,IncFII(pSE11),0.000000,0.000000,0.092072,0.720000,0.900000,0.585587,0.000000,0.000000,0.000000,0.000000
694036,,0.000000,0.000000,0.070000,0.720000,0.300000,0.570927,0.000000,0.000000,0.000000,0.000000
694037,,0.436151,0.000000,0.101493,0.720000,0.300000,0.607996,0.000000,0.000000,0.000000,0.000000
694038,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.520692,0.000000,0.000000,0.000000,0.000000
694039,,0.000000,0.480000,0.070000,0.780000,0.300000,0.698395,0.000000,0.227670,0.083333,0.000000
694040,,0.000000,0.360000,0.078507,0.760000,0.300000,0.721767,0.290000,0.000000,0.000000,0.000000
694041,,0.000000,0.690000,0.143804,0.820000,0.300000,0.612286,0.000000,1.000000,1.000000,0.758364
694042,,0.872303,0.330000,0.101604,0.780000,0.300000,0.653762,0.000000,0.360849,0.083333,0.140165
694043,,0.000000,0.660000,0.108951,0.760000,0.300000,0.620799,0.000000,0.000000,0.000000,0.000000
694044,,0.872303,0.330000,0.155188,0.740000,0.300000,0.656390,0.480000,0.000000,0.000000,0.000000
694045,IncQ1,0.691284,0.000000,0.420000,0.720000,0.500000,0.617048,0.330000,0.000000,0.000000,0.000000
694046,,0.436151,0.000000,0.101609,0.720000,0.300000,0.607752,0.000000,0.000000,0.000000,0.000000
694047,,0.872303,0.000000,0.140000,0.720000,0.300000,0.514974,0.000000,0.000000,0.000000,0.000000
694048,,0.000000,0.000000,0.081467,0.720000,0.300000,0.629042,0.490000,0.000000,0.000000,0.000000
694049,,0.000000,0.000000,0.070000,0.720000,0.300000,0.503578,0.000000,0.000000,0.000000,0.000000
694050,,0.000000,0.000000,0.070000,0.720000,0.300000,0.503578,0.000000,0.000000,0.000000,0.000000
694051,,0.000000,0.000000,0.070000,0.720000,0.300000,0.654086,0.290000,0.000000,0.000000,0.000000
694052,,0.691284,0.000000,0.109481,0.720000,0.300000,0.619903,0.000000,0.000000,0.000000,0.000000
694053,,0.436151,0.000000,0.070000,0.720000,0.300000,0.612897,0.290000,0.000000,0.000000,0.000000
694054,,0.000000,0.540000,0.112313,0.820000,0.300000,0.588397,0.640000,0.639151,0.500000,0.883371
694055,,0.000000,0.000000,0.100245,0.720000,0.300000,0.610679,0.290000,0.360849,0.333333,0.370481
694056,,0.000000,0.000000,0.204268,0.800000,0.300000,0.584672,0.290000,1.000000,1.000000,1.000000
694057,,0.000000,0.000000,0.138269,0.720000,0.300000,0.617460,0.000000,0.000000,0.000000,0.000000
694058,,0.691284,0.000000,0.168620,0.720000,0.300000,0.568344,0.000000,0.000000,0.000000,0.000000
694059,,0.000000,0.000000,0.123495,0.720000,0.300000,0.526837,0.000000,0.000000,0.000000,0.000000
694060,,0.000000,0.000000,0.095959,0.800000,0.300000,0.647728,0.750000,0.227670,0.083333,0.140165
694061,,0.000000,0.000000,0.110827,0.720000,0.300000,0.636768,0.000000,0.000000,0.000000,0.000000
694062,,0.436151,0.000000,0.102352,0.720000,0.300000,0.606210,0.000000,0.000000,0.000000,0.000000
694063,,0.000000,0.000000,0.082979,0.800000,0.300000,0.693728,0.330000,0.000000,0.083333,0.000000
694064,,0.436151,0.000000,0.098939,0.760000,0.300000,0.640516,0.640000,0.227670,0.083333,0.140165
694065,,0.436151,0.000000,0.101830,0.720000,0.300000,0.607289,0.000000,0.000000,0.000000,0.000000
694066,,0.000000,0.000000,0.131695,0.760000,0.300000,0.590280,0.000000,0.227670,0.083333,0.000000
694067,,0.000000,0.360000,0.076189,0.760000,0.300000,0.669969,0.000000,0.000000,0.000000,0.000000
694068,,0.000000,0.000000,0.070000,0.720000,0.300000,0.651014,0.000000,0.000000,0.000000,0.000000
694069,,0.436151,0.000000,0.420000,0.720000,0.300000,0.563839,0.330000,0.000000,0.000000,0.000000
694070,,0.691284,0.000000,0.088144,0.720000,0.300000,0.598589,0.330000,0.000000,0.000000,0.000000
694071,,0.691284,0.000000,0.440000,0.800000,0.300000,0.477489,0.440000,1.000000,1.000000,1.000000
694072,,0.872303,0.000000,0.113579,0.720000,0.300000,0.540442,0.000000,0.000000,0.000000,0.000000
694073,,0.000000,0.540000,0.084984,0.780000,0.300000,0.657288,0.000000,0.000000,0.000000,0.000000
694074,,0.436151,0.000000,0.420000,0.720000,0.300000,0.565340,0.330000,0.000000,0.000000,0.000000
694075,,0.000000,0.330000,0.070000,0.780000,0.300000,0.585898,0.290000,0.639151,0.583333,0.675941
694076,,0.000000,0.540000,0.081904,0.780000,0.300000,0.672558,0.000000,0.000000,0.000000,0.000000
694077,,0.436151,0.000000,0.103460,0.720000,0.300000,0.603976,0.000000,0.000000,0.000000,0.000000
694078,,0.000000,0.000000,0.436039,0.720000,0.300000,0.606773,0.000000,0.000000,0.000000,0.000000
694079,IncI1,0.000000,0.000000,0.074508,0.720000,0.900000,0.690997,0.290000,0.000000,0.000000,0.000000
694080,IncQ1,0.691284,0.000000,0.420000,0.720000,0.500000,0.617084,0.330000,0.000000,0.000000,0.000000
694081,,0.436151,0.000000,0.170157,0.720000,0.300000,0.610873,0.000000,0.000000,0.000000,0.000000
694082,,0.000000,0.000000,0.420000,0.720000,0.300000,0.551889,0.000000,0.000000,0.000000,0.000000
694083,,0.000000,0.360000,0.114398,0.800000,0.300000,0.631203,0.290000,0.721698,0.666667,0.538768
694084,,0.000000,0.330000,0.070000,0.740000,0.300000,0.685015,0.290000,0.000000,0.000000,0.000000
694085,,0.000000,0.000000,0.070000,0.720000,0.300000,0.642600,0.000000,0.000000,0.000000,0.000000
694086,IncFIA,0.000000,0.000000,0.080150,0.720000,0.900000,0.637142,0.290000,0.227670,0.083333,0.000000
694087,,0.691284,0.000000,0.200072,0.720000,0.300000,0.611139,0.440000,0.000000,0.000000,0.000000
694088,,0.000000,0.000000,0.091828,0.720000,0.300000,0.586325,0.000000,0.000000,0.000000,0.000000
694089,,0.000000,0.000000,0.070000,0.720000,0.300000,0.636980,0.000000,0.000000,0.000000,0.000000
694090,,0.436151,0.000000,0.070000,0.720000,0.300000,0.546552,0.000000,0.000000,0.000000,0.000000
694091,,0.000000,0.000000,0.070000,0.720000,0.300000,0.551937,0.000000,0.000000,0.000000,0.000000
694092,,0.000000,0.390000,0.070000,0.820000,0.300000,0.655881,0.000000,1.000000,1.000000,1.000000
694093,pXuzhou21,0.000000,0.000000,0.070000,0.760000,0.300000,0.669934,0.000000,0.227670,0.083333,0.000000
694094,,0.000000,0.000000,0.070000,0.720000,0.300000,0.590398,0.000000,0.000000,0.000000,0.000000
