id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BM,S_GEO,S_HAB,S_GROW
396620,,0.000000,0.330000,0.102996,0.780000,0.300000,0.604902,0.000000,0.455340,0.333333,0.432461
396621,,0.000000,0.000000,0.070000,0.720000,0.300000,0.570057,0.000000,0.000000,0.000000,0.000000
396622,,0.691284,0.000000,0.182918,0.720000,0.300000,0.541456,0.000000,0.000000,0.000000,0.000000
396623,,0.000000,0.000000,0.095199,0.720000,0.300000,0.622791,0.000000,0.000000,0.000000,0.000000
396624,,0.000000,0.000000,0.109989,0.720000,0.300000,0.592146,0.000000,0.000000,0.000000,0.000000
396625,,0.000000,0.330000,0.070000,0.740000,0.300000,0.583201,0.000000,0.000000,0.000000,0.000000
396626,,0.000000,0.000000,0.098058,0.720000,0.300000,0.569661,0.000000,0.000000,0.000000,0.000000
396627,,0.000000,0.330000,0.087936,0.740000,0.300000,0.672262,0.330000,0.000000,0.000000,0.000000
396628,,0.872303,0.330000,0.077673,0.740000,0.300000,0.655704,0.000000,0.000000,0.000000,0.000000
396629,,0.000000,0.480000,0.070000,0.740000,0.300000,0.654970,0.000000,0.000000,0.000000,0.000000
396630,,0.000000,0.000000,0.128985,0.720000,0.300000,0.566352,0.000000,0.000000,0.000000,0.000000
396631,Col(MG828),0.000000,0.000000,0.420000,0.720000,0.500000,0.588836,0.000000,0.000000,0.083333,0.140165
396632,,0.000000,0.000000,0.070000,0.720000,0.300000,0.549071,0.000000,0.000000,0.000000,0.000000
396633,,0.000000,0.510000,0.070000,0.760000,0.300000,0.679571,0.000000,0.000000,0.000000,0.000000
396634,,0.436151,0.000000,0.070000,0.720000,0.300000,0.581778,0.330000,0.000000,0.000000,0.000000
396635,,0.000000,0.000000,0.070000,0.720000,0.300000,0.562787,0.000000,0.000000,0.000000,0.000000
396636,,0.691284,0.000000,0.206123,0.720000,0.300000,0.558772,0.000000,0.000000,0.000000,0.000000
396637,,0.000000,0.480000,0.075833,0.740000,0.300000,0.673898,0.000000,0.000000,0.083333,0.223984
396638,,0.000000,0.000000,0.070000,0.720000,0.300000,0.600800,0.000000,0.000000,0.000000,0.000000
396639,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.579944,0.000000,0.000000,0.000000,0.000000
396640,IncFIA/IncFII,0.000000,0.480000,0.433914,0.780000,0.900000,0.689114,0.000000,0.227670,0.083333,1.000000
396641,IncFII(pCoo),0.000000,0.000000,0.595000,0.760000,0.900000,0.640984,0.000000,0.639151,0.250000,0.458090
396642,,0.000000,0.000000,0.070000,0.760000,0.300000,0.637249,0.000000,0.227670,0.083333,0.000000
396643,,0.000000,0.000000,0.070000,0.760000,0.300000,0.592349,0.000000,0.000000,0.000000,0.000000
396644,,0.000000,0.000000,0.070000,0.760000,0.300000,0.584801,0.000000,0.000000,0.000000,0.000000
396645,,0.000000,0.000000,0.070000,0.760000,0.300000,0.634909,0.000000,0.000000,0.000000,0.000000
396646,,0.000000,0.000000,0.168275,0.760000,0.300000,0.559383,0.000000,0.528634,0.083333,0.331538
396647,,0.000000,0.000000,0.070000,0.760000,0.300000,0.549795,0.000000,0.000000,0.000000,0.000000
396648,,0.000000,0.000000,0.189904,0.760000,0.300000,0.473276,0.000000,0.000000,0.000000,0.000000
396649,,0.000000,0.000000,0.595000,0.760000,0.300000,0.665375,0.000000,0.227670,0.083333,0.000000
396650,,0.000000,0.000000,0.076078,0.760000,0.300000,0.671171,0.000000,0.000000,0.000000,0.000000
396651,,0.000000,0.000000,0.420000,0.760000,0.300000,0.680680,0.370000,0.000000,0.000000,0.000000
396652,,0.000000,0.000000,0.090548,0.760000,0.300000,0.590334,0.000000,0.000000,0.083333,0.223984
396653,,0.000000,0.000000,0.139670,0.760000,0.300000,0.601303,0.000000,0.000000,0.000000,0.000000
396654,,0.872303,0.000000,0.073902,0.760000,0.300000,0.700577,0.410000,0.227670,0.083333,0.000000
396655,,0.000000,0.000000,0.070000,0.760000,0.300000,0.573554,0.000000,0.000000,0.000000,0.000000
396656,,0.000000,0.000000,0.070000,0.760000,0.300000,0.526600,0.000000,0.000000,0.000000,0.000000
396657,,0.000000,0.330000,0.074003,0.780000,0.300000,0.698886,0.290000,0.000000,0.000000,0.000000
396658,,0.000000,0.330000,0.078304,0.780000,0.300000,0.650461,0.000000,0.227670,0.083333,0.140165
396659,,0.000000,0.480000,0.420000,0.780000,0.300000,0.582232,0.000000,0.000000,0.000000,0.223984
396660,,0.000000,0.000000,0.198977,0.760000,0.300000,0.468435,0.000000,0.000000,0.000000,0.000000
396661,,0.000000,0.000000,0.070000,0.760000,0.300000,0.693872,0.330000,0.000000,0.000000,0.000000
396662,,0.000000,0.360000,0.199333,0.800000,0.300000,0.621057,0.290000,0.528634,0.166667,0.538768
396663,,0.436151,0.000000,0.085868,0.760000,0.300000,0.607486,0.750000,0.000000,0.000000,0.000000
396664,,0.000000,0.000000,0.128366,0.760000,0.300000,0.521054,0.000000,0.000000,0.000000,0.000000
396665,,0.436151,0.000000,0.085732,0.760000,0.300000,0.608059,0.750000,0.227670,0.000000,0.284318
396666,,0.000000,0.540000,0.110510,0.820000,0.300000,0.652094,0.330000,0.639151,0.333333,0.570481
396667,,0.000000,0.000000,0.085410,0.720000,0.300000,0.655429,0.000000,0.227670,0.000000,0.140165
396668,IncB/O/K/Z,0.000000,0.480000,0.070000,0.780000,0.500000,0.683481,0.000000,0.000000,0.000000,0.000000
396669,,0.000000,0.000000,0.604786,0.760000,0.300000,0.639562,0.000000,0.227670,0.083333,0.432461
396670,IncFIB(AP001918),0.000000,0.000000,0.096302,0.760000,0.900000,0.646857,0.000000,0.000000,0.000000,0.000000
396671,,0.691284,0.000000,0.198249,0.760000,0.300000,0.640093,0.480000,0.000000,0.000000,0.000000
396672,,0.000000,0.480000,0.070000,0.780000,0.300000,0.608579,0.000000,0.227670,0.083333,0.140165
396673,,0.000000,0.330000,0.079704,0.780000,0.300000,0.640123,0.370000,0.889483,0.750000,0.814859
396674,Col440I,0.000000,0.000000,0.070000,0.760000,0.500000,0.505434,0.000000,0.000000,0.000000,0.000000
396675,,0.000000,0.000000,0.070000,0.760000,0.300000,0.659872,0.000000,0.000000,0.000000,0.000000
396676,,0.000000,0.000000,0.420000,0.760000,0.300000,0.573107,0.000000,0.000000,0.000000,0.000000
396677,,0.000000,0.000000,0.074745,0.760000,0.300000,0.687595,0.000000,0.000000,0.000000,0.000000
396678,,0.000000,0.000000,0.070000,0.760000,0.300000,0.573202,0.000000,0.000000,0.000000,0.000000
396679,ColRNAI,0.000000,0.000000,0.420000,0.760000,0.900000,0.622040,0.000000,0.000000,0.000000,0.000000
396680,,0.000000,0.000000,0.070000,0.760000,0.300000,0.581685,0.000000,0.000000,0.000000,0.000000
396681,,0.000000,0.000000,0.082632,0.760000,0.300000,0.622623,0.000000,0.000000,0.000000,0.000000
396682,,0.000000,0.000000,0.070000,0.760000,0.300000,0.580198,0.000000,0.000000,0.000000,0.000000
396683,IncFIB(AP001918),0.000000,0.000000,0.124393,0.760000,0.900000,0.654867,0.000000,0.000000,0.083333,0.223984
396684,,0.000000,0.000000,0.156009,0.760000,0.300000,0.495324,0.000000,0.227670,0.166667,0.284318
396685,,0.872303,0.480000,0.078900,0.780000,0.300000,0.645860,0.000000,0.000000,0.000000,0.000000
396686,,0.000000,0.480000,0.070000,0.780000,0.300000,0.594304,0.290000,0.000000,0.000000,0.140165
396687,,0.000000,0.000000,0.090779,0.760000,0.300000,0.589594,0.000000,0.000000,0.000000,0.000000
396688,Col156,0.000000,0.000000,0.070000,0.760000,0.500000,0.585362,0.000000,0.000000,0.000000,0.000000
396689,,0.000000,0.000000,0.070000,0.760000,0.300000,0.558287,0.000000,0.000000,0.000000,0.000000
396690,p0111,0.000000,0.000000,0.070000,0.760000,0.300000,0.683868,0.000000,0.000000,0.000000,0.000000
396691,,0.000000,0.000000,0.070000,0.760000,0.300000,0.618906,0.000000,0.000000,0.000000,0.000000
396692,IncFII(pRSB107),0.000000,0.000000,0.595000,0.760000,0.900000,0.628543,0.000000,0.000000,0.000000,0.000000
396693,,0.436151,0.000000,0.082013,0.760000,0.300000,0.625953,0.370000,0.000000,0.000000,0.000000
396694,IncFII,0.436151,0.000000,0.070000,0.760000,0.900000,0.626070,0.330000,0.000000,0.000000,0.000000
396695,IncFIC(FII),0.000000,0.000000,0.124338,0.760000,0.900000,0.571798,0.000000,0.455340,0.250000,0.223984
396696,,0.000000,0.000000,0.115551,0.760000,0.300000,0.583504,0.000000,0.227670,0.083333,0.000000
396697,,0.000000,0.000000,0.070000,0.760000,0.300000,0.581902,0.000000,0.000000,0.000000,0.000000
396698,,0.000000,0.000000,0.070000,0.760000,0.300000,0.551187,0.000000,0.000000,0.000000,0.000000
396699,,0.000000,0.000000,0.146026,0.760000,0.300000,0.549510,0.000000,0.000000,0.000000,0.000000
396700,,0.000000,0.360000,0.070000,0.800000,0.300000,0.661965,0.330000,0.000000,0.000000,0.000000
396701,,0.000000,0.330000,0.420000,0.780000,0.300000,0.562303,0.000000,0.000000,0.000000,0.000000
396702,,0.000000,0.000000,0.070000,0.760000,0.300000,0.520769,0.000000,0.588519,0.333333,0.623236
396703,,0.000000,0.000000,0.420000,0.720000,0.300000,0.460311,0.000000,0.000000,0.000000,0.000000
396704,,0.000000,0.000000,0.599762,0.720000,0.300000,0.687359,0.000000,0.000000,0.000000,0.000000
396705,,0.000000,0.000000,0.070000,0.720000,0.300000,0.642277,0.000000,0.000000,0.083333,0.000000
396706,,0.000000,0.000000,0.128325,0.720000,0.300000,0.627906,0.000000,0.000000,0.000000,0.000000
396707,,0.000000,0.000000,0.432264,0.720000,0.300000,0.624584,0.000000,0.000000,0.000000,0.000000
396708,,0.000000,0.000000,0.105039,0.720000,0.300000,0.600916,0.000000,0.227670,0.166667,0.140165
396709,,0.000000,0.000000,0.100947,0.720000,0.300000,0.563158,0.000000,0.000000,0.000000,0.000000
396710,,0.000000,0.000000,0.112230,0.720000,0.300000,0.542529,0.000000,0.000000,0.000000,0.000000
396711,,0.000000,0.000000,0.095838,0.720000,0.300000,0.621131,0.000000,0.000000,0.000000,0.000000
396712,,0.000000,0.330000,0.070000,0.740000,0.300000,0.640670,0.000000,0.000000,0.083333,0.000000
396713,,0.000000,0.000000,0.090146,0.720000,0.300000,0.637643,0.000000,0.000000,0.000000,0.000000
396714,,0.000000,0.000000,0.113032,0.720000,0.300000,0.633277,0.000000,0.000000,0.083333,0.140165
396715,,0.000000,0.000000,0.070000,0.720000,0.300000,0.650215,0.000000,0.000000,0.000000,0.000000
396716,IncFIC(FII),0.000000,0.330000,0.663389,0.820000,0.900000,0.583443,0.000000,0.967127,0.916667,0.500125
396717,,0.000000,0.330000,0.096329,0.740000,0.300000,0.680689,0.330000,0.000000,0.000000,0.000000
396718,,0.000000,0.000000,0.085176,0.720000,0.300000,0.610445,0.000000,0.000000,0.000000,0.000000
396719,,0.000000,0.000000,0.090537,0.720000,0.300000,0.682366,0.290000,0.000000,0.000000,0.140165
396720,,0.000000,0.480000,0.463317,0.740000,0.300000,0.678839,0.330000,0.000000,0.083333,0.140165
396721,,0.691284,0.330000,0.070000,0.740000,0.300000,0.655881,0.490000,0.000000,0.000000,0.000000
396722,,0.000000,0.000000,0.104060,0.720000,0.300000,0.556797,0.000000,0.000000,0.000000,0.000000
396723,,0.000000,0.000000,0.155082,0.720000,0.300000,0.568949,0.000000,0.000000,0.000000,0.000000
396724,,0.000000,0.000000,0.101699,0.720000,0.300000,0.561564,0.000000,0.000000,0.000000,0.000000
396725,Col(MG828)/ColpVC,0.000000,0.000000,0.070000,0.720000,0.500000,0.544281,0.000000,0.000000,0.000000,0.000000
396726,,0.000000,0.000000,0.070000,0.720000,0.300000,0.473962,0.000000,0.000000,0.000000,0.000000
396727,,0.872303,0.000000,0.133078,0.720000,0.300000,0.515901,0.000000,0.000000,0.000000,0.000000
396728,,0.000000,0.000000,0.595000,0.720000,0.300000,0.690999,0.000000,0.000000,0.000000,0.000000
396729,IncX1,0.000000,0.000000,0.070000,0.760000,0.900000,0.607696,0.000000,0.360849,0.000000,0.223984
396730,IncFIC(FII),0.000000,0.000000,0.070000,0.720000,0.900000,0.571618,0.000000,0.000000,0.000000,0.000000
396731,IncI1,0.000000,0.000000,0.070000,0.720000,0.900000,0.568824,0.000000,0.000000,0.000000,0.000000
396732,IncFII(29),0.000000,0.000000,0.595000,0.720000,0.900000,0.694886,0.000000,0.000000,0.000000,0.000000
396733,,0.000000,0.480000,0.070000,0.740000,0.300000,0.660648,0.000000,0.000000,0.000000,0.000000
396734,,0.000000,0.360000,0.095889,0.760000,0.300000,0.621000,0.000000,0.000000,0.000000,0.000000
